year,week,canton,total_accidents,fatal_accidents,bad_road_accidents,avg_temp_max,avg_temp_min,total_precipitation,total_snowfall,avg_snow_depth,dominant_weather,avg_wind_speed,high_accident_week
2020,1,AG,3,0,2,-3.62,-10.440000000000001,5.6,20.7,8.8,71,11.76,0
2020,1,AI,1,0,1,-2.68,-12.28,9.7,60.900000000000006,32.0,71,10.52,0
2020,1,BE,11,0,9,-3.2,-10.72,18.0,23.5,13.8,71,5.06,1
2020,1,BL,4,0,2,-5.180000000000001,-12.059999999999999,6.8,24.5,12.6,71,3.44,1
2020,1,BS,2,0,1,-3.6,-11.08,11.2,45.1,19.6,71,9.1,0
2020,1,FR,1,0,0,-3.5200000000000005,-11.24,8.4,29.4,13.6,0,6.92,0
2020,1,GE,3,0,3,-0.9400000000000001,-9.52,15.6,21.4,9.6,71,12.4,0
2020,1,GL,1,0,0,-6.540000000000001,-14.719999999999999,14.8,63.7,50.0,71,11.26,0
2020,1,GR,1,0,1,-7.06,-14.7,17.4,42.7,27.8,71,6.56,0
2020,1,LU,5,0,2,-3.7399999999999998,-15.12,9.9,7.8,2.8,71,14.079999999999998,1
2020,1,NE,2,0,2,-2.94,-11.28,5.3999999999999995,25.0,13.0,71,11.02,0
2020,1,NW,1,0,0,-1.42,-10.52,3.8,11.4,5.4,0,7.4,0
2020,1,SG,5,0,3,-2.58,-10.440000000000001,10.2,35.2,14.4,71,9.42,1
2020,1,SO,2,0,1,-3.3600000000000003,-11.82,5.6,37.0,21.8,71,10.72,0
2020,1,SZ,1,0,1,-1.8599999999999999,-11.86,8.0,18.8,6.8,0,6.0600000000000005,0
2020,1,TI,4,0,3,-1.1,-10.66,11.7,14.2,4.8,71,4.66,1
2020,1,UR,3,0,1,-5.779999999999999,-12.5,10.3,34.4,20.6,71,22.2,0
2020,1,VD,4,0,4,-2.5,-10.1,9.9,13.3,4.4,71,11.56,1
2020,1,VS,3,0,3,-7.340000000000001,-16.54,14.3,23.299999999999997,13.2,71,8.62,0
2020,1,ZG,2,0,1,-3.9799999999999995,-12.34,5.4,40.9,18.6,71,4.64,0
2020,1,ZH,10,0,7,-5.4,-13.720000000000002,12.5,13.0,9.8,71,7.840000000000001,1
2020,2,AG,6,0,4,-5.442857142857143,-13.285714285714286,10.1,35.199999999999996,42.42857142857143,71,11.414285714285715,1
2020,2,BE,7,0,3,-2.4,-9.928571428571429,17.1,44.5,54.0,71,8.242857142857144,1
2020,2,BL,4,0,3,-7.314285714285715,-14.985714285714286,22.3,22.3,38.0,0,6.871428571428572,1
2020,2,BS,6,0,5,-4.714285714285714,-12.62857142857143,13.9,29.2,62.0,71,15.442857142857141,1
2020,2,FR,4,0,3,-1.4714285714285713,-8.671428571428573,8.8,21.4,36.0,0,9.914285714285715,1
2020,2,GE,4,0,3,-1.6857142857142855,-11.285714285714286,12.9,28.6,32.857142857142854,71,12.4,1
2020,2,GL,2,0,2,-5.628571428571428,-13.314285714285715,16.0,59.699999999999996,97.71428571428571,71,17.628571428571426,0
2020,2,GR,1,0,0,-7.357142857142857,-17.157142857142855,15.299999999999999,46.4,69.0,71,12.657142857142857,0
2020,2,LU,9,0,6,-5.3999999999999995,-14.242857142857144,14.8,47.0,28.0,71,11.285714285714286,1
2020,2,NE,1,0,0,-1.657142857142857,-10.328571428571427,9.5,35.1,44.857142857142854,0,7.571428571428571,0
2020,2,NW,1,0,0,0.10000000000000002,-8.22857142857143,5.7,43.7,20.285714285714285,71,8.12857142857143,0
2020,2,SG,7,0,6,-5.242857142857142,-14.342857142857143,11.299999999999999,40.4,63.0,71,9.185714285714285,1
2020,2,SH,1,0,1,-4.928571428571429,-12.942857142857141,22.4,35.199999999999996,65.14285714285714,71,14.357142857142858,0
2020,2,SO,1,0,0,-5.0,-13.4,13.9,20.3,51.57142857142857,71,5.942857142857143,0
2020,2,SZ,4,0,3,-5.871428571428572,-13.885714285714286,15.299999999999999,27.700000000000003,26.142857142857142,71,17.514285714285712,1
2020,2,TG,3,0,2,-3.6714285714285717,-10.942857142857141,15.9,27.4,30.285714285714285,71,7.885714285714285,0
2020,2,TI,8,0,5,0.6857142857142857,-6.2,8.0,22.200000000000003,25.142857142857142,0,7.1571428571428575,1
2020,2,UR,3,0,2,-9.0,-15.528571428571428,9.9,21.7,47.142857142857146,71,6.228571428571428,0
2020,2,VD,6,0,3,-1.3571428571428572,-8.014285714285714,8.0,18.8,12.857142857142858,71,3.4285714285714284,1
2020,2,VS,3,0,3,-8.942857142857141,-17.928571428571427,8.5,25.9,34.857142857142854,71,9.799999999999999,0
2020,2,ZH,15,0,11,-3.685714285714286,-12.1,12.600000000000001,41.4,31.857142857142858,71,7.371428571428572,1
2020,3,AG,7,0,7,-5.8428571428571425,-14.642857142857142,23.2,23.7,69.28571428571429,71,6.214285714285714,1
2020,3,AI,1,0,1,-4.928571428571429,-13.4,12.7,37.2,109.42857142857143,0,7.1000000000000005,0
2020,3,BE,10,0,7,-3.642857142857143,-11.285714285714286,12.1,26.7,85.71428571428571,71,21.428571428571427,1
2020,3,BL,4,0,2,-3.957142857142857,-11.028571428571428,21.3,43.699999999999996,63.0,71,6.8999999999999995,1
2020,3,BS,3,0,3,-3.914285714285714,-12.342857142857143,20.7,48.8,105.85714285714286,71,7.6571428571428575,0
2020,3,FR,1,0,0,-1.9000000000000001,-10.299999999999999,9.4,39.4,58.142857142857146,71,8.385714285714286,0
2020,3,GE,3,0,3,-1.5999999999999999,-8.971428571428572,19.5,26.1,54.57142857142857,71,8.871428571428572,0
2020,3,GL,2,0,1,-5.571428571428571,-13.271428571428572,12.9,43.699999999999996,147.0,71,7.714285714285714,0
2020,3,GR,8,0,5,-8.442857142857141,-16.885714285714286,16.5,63.1,131.14285714285714,71,14.028571428571427,1
2020,3,LU,7,0,5,-4.271428571428571,-11.200000000000001,10.200000000000001,20.8,66.14285714285714,71,7.428571428571429,1
2020,3,NE,2,0,1,-3.6571428571428575,-10.87142857142857,16.5,37.2,75.0,71,10.12857142857143,0
2020,3,OW,1,0,1,-2.971428571428571,-10.771428571428572,11.3,25.3,60.57142857142857,71,13.6,0
2020,3,SG,4,0,2,-7.414285714285714,-15.5,17.7,34.2,93.57142857142857,71,8.471428571428572,1
2020,3,SH,3,0,3,-5.457142857142857,-13.471428571428572,22.7,27.1,88.42857142857143,71,4.171428571428572,0
2020,3,SZ,4,0,3,-7.442857142857143,-16.685714285714287,12.7,8.4,47.57142857142857,71,18.457142857142856,1
2020,3,TG,1,0,1,-3.814285714285714,-12.028571428571428,15.299999999999999,23.1,52.142857142857146,71,7.8999999999999995,0
2020,3,TI,3,0,2,0.39999999999999997,-7.742857142857143,16.2,38.199999999999996,31.857142857142858,61,9.200000000000001,0
2020,3,UR,1,0,1,-10.014285714285714,-16.857142857142858,7.9,46.3,85.42857142857143,71,8.357142857142858,0
2020,3,VD,7,1,1,-2.3714285714285714,-11.671428571428573,5.5,32.1,42.42857142857143,71,13.814285714285713,1
2020,3,VS,9,0,8,-7.285714285714286,-14.571428571428571,12.299999999999999,41.4,81.14285714285714,71,7.271428571428571,1
2020,3,ZG,3,0,2,-4.214285714285714,-12.285714285714286,10.2,54.7,115.14285714285714,71,8.185714285714285,0
2020,3,ZH,12,1,6,-5.8,-13.071428571428571,9.7,44.9,70.42857142857143,71,9.528571428571428,1
2020,4,AG,9,0,5,-5.314285714285715,-12.114285714285714,19.7,17.4,84.42857142857143,71,8.571428571428571,1
2020,4,AI,1,0,0,-5.271428571428571,-14.785714285714286,18.0,24.5,143.57142857142858,71,8.5,0
2020,4,AR,1,0,0,-5.885714285714286,-13.057142857142859,7.5,26.7,98.71428571428571,71,15.542857142857143,0
2020,4,BE,6,0,4,-4.457142857142857,-11.37142857142857,7.800000000000001,34.4,112.14285714285714,71,13.9,1
2020,4,BL,7,0,5,-6.685714285714285,-15.657142857142857,14.7,28.4,99.85714285714286,71,10.757142857142856,1
2020,4,BS,5,0,4,-4.671428571428571,-11.485714285714286,17.4,21.4,130.85714285714286,71,9.571428571428571,1
2020,4,FR,5,0,5,-1.842857142857143,-10.742857142857144,10.799999999999999,41.7,98.57142857142857,71,4.4714285714285715,1
2020,4,GE,3,0,2,-1.885714285714286,-10.37142857142857,13.2,28.7,84.0,71,6.757142857142857,0
2020,4,GR,4,0,2,-8.0,-15.157142857142857,15.6,28.1,169.71428571428572,71,13.142857142857142,1
2020,4,LU,6,1,4,-3.5714285714285716,-10.928571428571429,8.2,6.800000000000001,80.85714285714286,71,2.3714285714285714,1
2020,4,NE,1,0,0,-3.4285714285714284,-9.857142857142858,16.3,37.3,117.0,71,5.714285714285714,0
2020,4,NW,3,0,3,-2.3857142857142857,-9.885714285714286,9.6,6.3,88.57142857142857,71,9.328571428571427,0
2020,4,SG,6,0,4,-7.585714285714286,-15.685714285714285,15.0,26.2,122.57142857142857,71,9.571428571428571,1
2020,4,SO,3,1,3,-5.528571428571429,-14.114285714285714,24.1,35.7,108.0,71,9.914285714285715,0
2020,4,SZ,2,0,1,-4.3,-13.0,11.9,47.6,74.14285714285714,0,10.014285714285714,0
2020,4,TG,1,0,1,-7.542857142857143,-15.142857142857142,9.4,46.7,92.0,0,16.185714285714287,0
2020,4,TI,6,0,6,-1.1428571428571428,-9.085714285714285,12.9,24.3,59.0,71,8.814285714285713,1
2020,4,VD,7,2,6,-1.0571428571428572,-8.385714285714286,15.0,27.0,59.714285714285715,71,5.542857142857143,1
2020,4,VS,1,0,0,-7.928571428571429,-14.771428571428572,7.6000000000000005,27.8,106.14285714285714,71,12.528571428571428,0
2020,4,ZG,2,0,2,-4.428571428571429,-12.157142857142857,12.5,49.8,158.71428571428572,71,7.428571428571429,0
2020,4,ZH,17,0,12,-4.242857142857143,-10.857142857142858,16.7,43.7,111.85714285714286,71,10.885714285714286,1
2020,5,AG,6,0,6,-2.4,-10.714285714285714,18.1,23.599999999999998,106.71428571428571,71,9.485714285714286,1
2020,5,AR,1,0,1,-2.0285714285714285,-9.842857142857143,27.5,26.1,128.42857142857142,71,14.285714285714286,0
2020,5,BE,3,0,2,-1.3,-9.385714285714286,22.0,57.1,163.14285714285714,71,10.1,0
2020,5,BL,3,0,3,-2.414285714285714,-11.557142857142859,10.3,26.7,136.71428571428572,71,12.242857142857144,0
2020,5,BS,2,0,1,-3.014285714285714,-13.685714285714287,10.5,45.699999999999996,172.71428571428572,71,9.1,0
2020,5,FR,2,0,2,-2.314285714285714,-9.357142857142858,11.100000000000001,54.9,155.28571428571428,71,8.485714285714286,0
2020,5,GE,4,0,4,-1.9,-9.442857142857141,18.3,21.4,100.28571428571429,71,6.057142857142857,1
2020,5,GL,1,0,1,-1.9428571428571428,-9.37142857142857,16.099999999999998,28.500000000000004,226.28571428571428,71,5.485714285714286,0
2020,5,GR,1,0,1,-7.314285714285715,-15.771428571428572,11.2,42.6,207.14285714285714,71,9.214285714285714,0
2020,5,LU,3,0,2,-4.3428571428571425,-13.157142857142858,7.6,16.4,90.71428571428571,71,9.057142857142857,0
2020,5,NE,5,0,2,-1.157142857142857,-9.328571428571427,14.600000000000001,19.7,135.0,61,8.014285714285714,1
2020,5,OW,1,0,0,-2.3285714285714287,-10.557142857142855,17.9,52.900000000000006,187.28571428571428,71,4.5,0
2020,5,SG,3,0,2,-3.6571428571428575,-11.357142857142858,6.7,46.5,166.0,0,10.857142857142858,0
2020,5,SH,2,0,1,-3.857142857142857,-12.757142857142856,12.5,24.6,166.42857142857142,71,8.67142857142857,0
2020,5,SO,3,1,3,-3.8857142857142857,-10.385714285714286,11.6,18.1,127.0,0,13.514285714285716,0
2020,5,SZ,5,0,3,-2.2714285714285714,-9.485714285714286,14.9,47.300000000000004,123.28571428571429,71,14.571428571428571,1
2020,5,TG,6,0,5,-4.428571428571429,-11.828571428571427,16.6,19.2,116.42857142857143,71,11.257142857142856,1
2020,5,TI,8,0,5,2.5,-5.642857142857143,9.6,13.899999999999999,75.28571428571429,0,10.057142857142859,1
2020,5,VD,7,0,4,-1.6285714285714286,-9.885714285714286,16.1,50.0,112.42857142857143,0,15.428571428571429,1
2020,5,VS,4,0,3,-6.985714285714286,-14.142857142857142,19.2,19.900000000000002,131.28571428571428,71,8.9,1
2020,5,ZG,6,1,5,-0.9714285714285715,-10.128571428571428,13.0,19.3,202.42857142857142,71,7.242857142857143,1
2020,5,ZH,19,0,16,-3.014285714285714,-10.414285714285715,14.1,35.3,149.57142857142858,71,9.171428571428573,1
2020,6,AG,4,0,2,-0.6,-7.614285714285714,11.1,26.599999999999998,124.71428571428571,0,4.3428571428571425,1
2020,6,AI,1,0,1,1.9714285714285713,-4.628571428571428,12.5,11.7,176.71428571428572,61,3.357142857142857,0
2020,6,AR,3,0,2,0.7000000000000001,-6.671428571428572,9.5,70.0,154.0,61,2.9285714285714284,0
2020,6,BE,5,0,4,2.6571428571428575,-6.514285714285714,9.0,21.6,183.14285714285714,0,6.8428571428571425,1
2020,6,BL,5,0,2,1.0714285714285714,-6.828571428571428,7.699999999999999,14.9,144.0,0,6.757142857142857,1
2020,6,BS,1,0,1,0.8428571428571427,-7.257142857142857,24.4,25.5,197.42857142857142,61,14.185714285714285,0
2020,6,FR,3,0,3,4.385714285714285,-3.6,4.6000000000000005,1.2,159.71428571428572,0,5.271428571428571,0
2020,6,GE,8,0,5,3.1285714285714286,-6.557142857142857,12.200000000000001,9.5,104.57142857142857,0,9.614285714285716,1
2020,6,GR,3,0,3,-1.4857142857142858,-9.357142857142858,9.9,57.7,243.57142857142858,71,10.37142857142857,0
2020,6,JU,3,0,3,0.7571428571428571,-8.371428571428572,16.0,7.5,186.57142857142858,61,9.757142857142856,0
2020,6,LU,5,0,2,1.2714285714285716,-8.557142857142857,15.1,27.1,112.71428571428571,61,19.057142857142857,1
2020,6,NE,4,0,3,1.4857142857142858,-6.442857142857143,21.9,20.0,138.57142857142858,61,8.771428571428572,1
2020,6,NW,1,0,1,2.2714285714285714,-7.028571428571428,12.9,11.899999999999999,113.0,0,6.528571428571429,0
2020,6,OW,1,0,0,2.557142857142857,-5.485714285714287,20.900000000000002,22.2,207.85714285714286,61,6.8428571428571425,0
2020,6,SG,6,0,2,-1.4428571428571428,-9.642857142857142,17.3,34.6,200.85714285714286,71,12.171428571428573,1
2020,6,SO,6,0,5,2.6285714285714286,-5.442857142857143,18.9,27.3,136.0,61,7.214285714285714,1
2020,6,TG,1,0,1,0.1142857142857142,-8.0,5.1,21.6,136.0,0,7.485714285714286,0
2020,6,TI,4,0,4,7.714285714285714,-0.7571428571428571,26.400000000000002,24.0,73.28571428571429,0,5.185714285714286,1
2020,6,UR,1,0,1,-1.4714285714285715,-9.071428571428571,8.600000000000001,27.4,195.42857142857142,71,13.728571428571428,0
2020,6,VD,9,0,7,1.8714285714285717,-5.185714285714285,11.3,23.0,130.42857142857142,0,9.471428571428572,1
2020,6,VS,4,1,4,-1.4714285714285715,-8.157142857142857,28.799999999999997,29.5,152.85714285714286,0,7.385714285714286,1
2020,6,ZG,3,0,3,2.0714285714285716,-5.371428571428572,24.1,13.4,206.28571428571428,61,7.642857142857143,0
2020,6,ZH,15,0,11,1.2285714285714289,-7.471428571428571,16.2,14.9,172.57142857142858,61,15.299999999999999,1
